section,author,title,page
II. First Lyrical Period - Division III,James Russell Lowell,"From ""The Biglow Papers"": Mr. Hosea Biglow to the Editor of ""The Atlantic Monthly""",209
II. First Lyrical Period - Division III,James Russell Lowell,"Ode Recited at the Harvard Commemoration - July 21, 1865",209
II. First Lyrical Period - Division III,James Russell Lowell,The First Snow-Fall,215
II. First Lyrical Period - Division III,James Russell Lowell,International Copyright,215
II. First Lyrical Period - Division III,James Russell Lowell,In a Copy of Omar Khayyam,215
II. First Lyrical Period - Division III,James Russell Lowell,Auf Wiedersehen - Summer,216
II. First Lyrical Period - Division III,James Russell Lowell,Palinode - Autumn,216
II. First Lyrical Period - Division III,James Russell Lowell,After the Burial,216
II. First Lyrical Period - Division III,James Russell Lowell,In the Twilight,217
II. First Lyrical Period - Division III,James Russell Lowell,An Autograph,218
II. First Lyrical Period - Division III,William Wetmore Story,Cleopatra,218
II. First Lyrical Period - Division III,William Wetmore Story,Io Victis,219
II. First Lyrical Period - Division III,William Wetmore Story,Praxiteles and Phryne,220
II. First Lyrical Period - Division III,Julia Ward Howe,Battle-Hymn of the Republic,220
II. First Lyrical Period - Division III,Julia Ward Howe,Our Orders,221
II. First Lyrical Period - Division III,Walt Whitman,Beginners,221
II. First Lyrical Period - Division III,Walt Whitman,Still though the One I sing,221
II. First Lyrical Period - Division III,Walt Whitman,"From ""The Song of Myself"": Myself",221
II. First Lyrical Period - Division III,Walt Whitman,"From ""The Song of Myself"": Leaves of Grass",222
II. First Lyrical Period - Division III,Walt Whitman,"From ""The Song of Myself"": Heroes",223
II. First Lyrical Period - Division III,Walt Whitman,"From ""The Song of Myself"": Infinity",224
II. First Lyrical Period - Division III,Walt Whitman,Give me the Splendid Silent Sun,225
II. First Lyrical Period - Division III,Walt Whitman,Mannahatta,226
II. First Lyrical Period - Division III,Walt Whitman,"From ""Crossing Brooklyn Ferry""",226
II. First Lyrical Period - Division III,Walt Whitman,Out of the Cradle endlessly rocking,227
II. First Lyrical Period - Division III,Walt Whitman,To the Man-of-War-Bird,230
II. First Lyrical Period - Division III,Walt Whitman,The Dalliance of the Eagles,230
II. First Lyrical Period - Division III,Walt Whitman,Cavalry crossing a Ford,231
II. First Lyrical Period - Division III,Walt Whitman,Bivouac on a Mountain Side,231
II. First Lyrical Period - Division III,Walt Whitman,A Sight in Camp in the Daybreak Gray and Dim,231
II. First Lyrical Period - Division III,Walt Whitman,O Captain! My Captain!,231
II. First Lyrical Period - Division III,Walt Whitman,After an Interval,232
II. First Lyrical Period - Division III,Walt Whitman,"Darest thou now, O Soul",232
II. First Lyrical Period - Division III,Thomas Dunn English,Songs: The Old Mill,232
II. First Lyrical Period - Division III,Thomas Dunn English,Songs: Ben Bolt,233
II. First Lyrical Period - Division III,Josiah Gilbert Holland,Daniel Gray,233
II. First Lyrical Period - Division III,Josiah Gilbert Holland,Babyhood,234
II. First Lyrical Period - Division III,Josiah Gilbert Holland,A Christmas Carol,235
II. First Lyrical Period - Division III,Herman Melville,The College Colonel,235
II. First Lyrical Period - Division III,Herman Melville,The Eagle of the Blue,236
II. First Lyrical Period - Division III,Herman Melville,Memorials: On the Slain at Chickamauga,236
II. First Lyrical Period - Division III,Herman Melville,Memorials: An Uninscribed Monument on one of the Battle-Fields of the Wilderness,236
II. First Lyrical Period - Division III,Herman Melville,Crossing the Tropics,236
II. First Lyrical Period - Division III,Herman Melville,The Enviable Isles,237
II. First Lyrical Period - Division III,Thomas William Parsons,On a Bust of Dante,237
II. First Lyrical Period - Division III,Thomas William Parsons,Dirge,238
II. First Lyrical Period - Division III,Thomas William Parsons,Mary Booth,238
II. First Lyrical Period - Division III,Thomas William Parsons,Her Epitaph,238
II. First Lyrical Period - Division III,Thomas William Parsons,To a Young Girl dying,239
II. First Lyrical Period - Division III,Thomas William Parsons,Into the Noiseless Country,239
II. First Lyrical Period - Division III,Thomas William Parsons,Andrew,239
II. First Lyrical Period - Division III,Thomas William Parsons,Obituary,240
II. First Lyrical Period - Division III,Thomas William Parsons,To a Lady,240
II. First Lyrical Period - Division III,Thomas William Parsons,"""Like as the Lark""",241
II. First Lyrical Period - Division III,Thomas William Parsons,O ye Sweet Heavens!,241
II. First Lyrical Period - Division III,Thomas William Parsons,Paradisi Gloria,241
II. First Lyrical Period - Division III,William Wilberforce Lord,From Worship,242
II. First Lyrical Period - Division III,William Wilberforce Lord,"From ""An Ode to England"": Keats",243
II. First Lyrical Period - Division III,William Wilberforce Lord,"From ""An Ode to England"": Wordsworth",243
II. First Lyrical Period - Division III,William Wilberforce Lord,The Brook,243
II. First Lyrical Period - Division III,William Wilberforce Lord,On the Defeat of a Great Man,244
II. First Lyrical Period - Division III,William Wilberforce Lord,To Rosina Pico,244
II. First Lyrical Period - Division III,Henry Howard Brownell,"From ""The River-Fight""",245
II. First Lyrical Period - Division III,Henry Howard Brownell,The Burial of the Dane,247
II. First Lyrical Period - Division III,Henry Howard Brownell,The Sphinx,247
II. First Lyrical Period - Division III,Theodore O'Hara,The Bivouac of the Dead,248
II. First Lyrical Period - Division III,Maria White Lowell,Song,249
II. First Lyrical Period - Division III,Maria White Lowell,The Morning-Glory,250
II. First Lyrical Period - Division III,Thomas Buchanan Read,The Closing Scene,250
II. First Lyrical Period - Division III,Thomas Buchanan Read,Lines to a Blind Girl,252
II. First Lyrical Period - Division III,Thomas Buchanan Read,Drifting,252
II. First Lyrical Period - Division III,Francis Orrery Ticknor,A Song for the Asking,253
II. First Lyrical Period - Division III,Francis Orrery Ticknor,The Virginians of the Valley,253
II. First Lyrical Period - Division III,Francis Orrery Ticknor,Little Giffen,254
II. First Lyrical Period - Division III,Samuel Johnson,The City of God,254
II. First Lyrical Period - Division III,Samuel Johnson,Inspiration,254
II. First Lyrical Period - Division III,Erastus Wolcott Ellsworth,"From ""What is the Use?""",255
II. First Lyrical Period - Division III,Erastus Wolcott Ellsworth,The Mayflower,256
II. First Lyrical Period - Division III,Elizabeth Stoddard,The Poet's Secret,257
II. First Lyrical Period - Division III,Elizabeth Stoddard,November,257
II. First Lyrical Period - Division III,Elizabeth Stoddard,Unreturning,258
II. First Lyrical Period - Division III,Elizabeth Stoddard,"In the Still, Star-Lit Night",258
II. First Lyrical Period - Division III,Elizabeth Stoddard,Mercedes,259
II. First Lyrical Period - Division III,Elizabeth Stoddard,On the Campagna,259
II. First Lyrical Period - Division III,Elizabeth Stoddard,A Summer Night,259
II. First Lyrical Period - Division III,Elizabeth Stoddard,Last Days,259
II. First Lyrical Period - Division III,Thomas Lake Harris,California,260
II. First Lyrical Period - Division III,Thomas Lake Harris,Fledglings,260
II. First Lyrical Period - Division III,Thomas Lake Harris,Sea-Sleep,261
II. First Lyrical Period - Division III,George Henry Boker,A Ballad of Sir John Franklin,261
II. First Lyrical Period - Division III,George Henry Boker,The Ferry,263
II. First Lyrical Period - Division III,George Henry Boker,To England,263
II. First Lyrical Period - Division III,George Henry Boker,To My Lady,263
II. First Lyrical Period - Division III,George Henry Boker,Dirge for a Soldier,264
II. First Lyrical Period - Division III,John Randolph Thompson,Music in Camp,264
II. First Lyrical Period - Division III,John Randolph Thompson,Ashby,265
II. First Lyrical Period - Division III,James Matthew Legare,Amy,266
II. First Lyrical Period - Division III,James Matthew Legare,Ahab Mohammed,266
II. First Lyrical Period - Division III,James Matthew Legare,To a Lily,267
II. First Lyrical Period - Division III,Thomas Wentworth Higginson,Ode to a Butterfly,267
II. First Lyrical Period - Division III,Thomas Wentworth Higginson,To Duty,268
II. First Lyrical Period - Division III,Thomas Wentworth Higginson,"""The Snowing of the Pines""",268
II. First Lyrical Period - Division III,Thomas Wentworth Higginson,Decoration,268
II. First Lyrical Period - Division III,Thomas Wentworth Higginson,"""Since Cleopatra died""",269
II. First Lyrical Period - Division III,Thomas Wentworth Higginson,"""Such Stuff as Dreams are made of""",269
II. First Lyrical Period - Division III,Charles Godfrey Leland,El Capitan-General,269
II. First Lyrical Period - Division III,Charles Godfrey Leland,The Two Friends,270
II. First Lyrical Period - Division III,Bayard Taylor,Ariel in the Cloven Pine,271
II. First Lyrical Period - Division III,Bayard Taylor,Song,272
II. First Lyrical Period - Division III,Bayard Taylor,Bedouin Song,272
II. First Lyrical Period - Division III,Bayard Taylor,"America - From the National Ode, July 4, 1876",272
II. First Lyrical Period - Division III,Bayard Taylor,The Quaker Widow,273
II. First Lyrical Period - Division III,Bayard Taylor,The Song of the Camp,274
II. First Lyrical Period - Division III,Bayard Taylor,"From ""The Sunshine of the Gods""",275
II. First Lyrical Period - Division III,Bayard Taylor,To M. T.,275
II. First Lyrical Period - Division III,Julia Caroline Ripley Dorr,The Fallow Field,275
II. First Lyrical Period - Division III,Julia Caroline Ripley Dorr,O Earth! art thou not weary?,276
II. First Lyrical Period - Division III,Julia Caroline Ripley Dorr,With a Rose from Conway Castle,276
II. First Lyrical Period - Division III,Julia Caroline Ripley Dorr,Two Paths,277
II. First Lyrical Period - Division III,John Williamson Palmer,Stonewall Jackson's Way,277
II. First Lyrical Period - Division III,John Williamson Palmer,The Fight at the San Jacinto,277
II. First Lyrical Period - Division III,John Williamson Palmer,The Maryland Battalion,278
II. First Lyrical Period - Division III,Richard Henry Stoddard,The Witch's Whelp,279
II. First Lyrical Period - Division III,Richard Henry Stoddard,Melodies and Catches: Songs,280
II. First Lyrical Period - Division III,Richard Henry Stoddard,Melodies and Catches: The Sea,280
II. First Lyrical Period - Division III,Richard Henry Stoddard,Melodies and Catches: Birds,280
II. First Lyrical Period - Division III,Richard Henry Stoddard,Melodies and Catches: The Sky,281
II. First Lyrical Period - Division III,Richard Henry Stoddard,Melodies and Catches: The Shadow,281
II. First Lyrical Period - Division III,Richard Henry Stoddard,Melodies and Catches: A Catch,281
II. First Lyrical Period - Division III,Richard Henry Stoddard,The Flight of Youth,281
II. First Lyrical Period - Division III,Richard Henry Stoddard,Oriental Songs: The Divan,281
II. First Lyrical Period - Division III,Richard Henry Stoddard,Oriental Songs: Wine and Dew,281
II. First Lyrical Period - Division III,Richard Henry Stoddard,Oriental Songs: The Jar,282
II. First Lyrical Period - Division III,Richard Henry Stoddard,Oriental Songs: The Falcon,282
II. First Lyrical Period - Division III,Richard Henry Stoddard,Oriental Songs: Arab Song,282
II. First Lyrical Period - Division III,Richard Henry Stoddard,The Lover (Japan),282
II. First Lyrical Period - Division III,Richard Henry Stoddard,Abraham Lincoln,282
II. First Lyrical Period - Division III,Richard Henry Stoddard,Adsum,285
II. First Lyrical Period - Division III,Richard Henry Stoddard,An Old Song Reversed,285
II. First Lyrical Period - Division III,Richard Henry Stoddard,Mors et Vita,285
II. First Lyrical Period - Division III,Richard Henry Stoddard,A Gazelle,286
II. First Lyrical Period - Division III,Richard Henry Stoddard,The Flight of the Arrow,286
II. First Lyrical Period - Division III,Margaret Junkin Preston,The Vision of the Snow,286
II. First Lyrical Period - Division III,Margaret Junkin Preston,The Hero of the Commune,286
II. First Lyrical Period - Division III,Margaret Junkin Preston,"A Grave in Hollywood Cemetery, Richmond (J. R. T.)",287
II. First Lyrical Period - Division III,Stephen Collins Foster,"My Old Kentucky Home, Good-Night",288
II. First Lyrical Period - Division III,Stephen Collins Foster,Old Folks at Home,288
II. First Lyrical Period - Division III,Stephen Collins Foster,Massa's in de Cold Ground,289
II. First Lyrical Period - Division III,Rose Terry Cooke,Segovia and Madrid,289
II. First Lyrical Period - Division III,Rose Terry Cooke,Arachne,289
II. First Lyrical Period - Division III,Rose Terry Cooke,Bluebeard's Closet,290
II. First Lyrical Period - Division III,Rose Terry Cooke,Life,290
II. First Lyrical Period - Division III,Rose Terry Cooke,Done For,291
II. First Lyrical Period - Division III,Rose Terry Cooke,In Vain,291
II. First Lyrical Period - Division III,Francis Miles Finch,The Blue and the Gray,292
II. First Lyrical Period - Division III,John Townsend Trowbridge,The Vagabonds,292
II. First Lyrical Period - Division III,John Townsend Trowbridge,Midwinter,294
II. First Lyrical Period - Division III,John Townsend Trowbridge,Midsummer,294
II. First Lyrical Period - Division III,Jeremiah Eames Rankin,The Word of God to Leyden came,295
II. First Lyrical Period - Division III,Jeremiah Eames Rankin,The Babie,296
II. First Lyrical Period - Division III - Additional Selections,Amelia Coppuck Welby,Twilight at Sea,296
II. First Lyrical Period - Division III - Additional Selections,Harriet Winslow Sewall,Why thus longing?,296
II. First Lyrical Period - Division III - Additional Selections,Alice Cary,Balder's Wife,297
II. First Lyrical Period - Division III - Additional Selections,Phoebe Cary,Nearer Home,297
II. First Lyrical Period - Division III - Additional Selections,Anson Davies Fitz Randolph,The Master's Invitation,297
II. First Lyrical Period - Division III - Additional Selections,Eliza Scudder,To a Young Child,298
II. First Lyrical Period - Division III - Additional Selections,Sarah Hammond Palfrey,The Pilgrim,298
II. First Lyrical Period - Division III - Additional Selections,Lucy Larcom,A Strip of Blue,299
II. First Lyrical Period - Division III - Additional Selections,Ellen Clementine Howarth,'Tis but a Little Faded Flower,300
II. First Lyrical Period - Division III - Additional Selections,Edward Pollock,Olivia,300
II. First Lyrical Period - Division III - Additional Selections,Robert Collyer,Under the Snow,301
II. First Lyrical Period - Division III - Additional Selections,Walter Mitchell,Tacking Ship off Shore,302
II. First Lyrical Period - Division III - Additional Selections,William Haines Lytle,Antony to Cleopatra,303
II. First Lyrical Period - Division III - Additional Selections,Fitz-James O'Brien,The Second Mate,303
II. First Lyrical Period - Division III - Additional Selections,Albert Mathews,To an Autumn Leaf,305
II. First Lyrical Period - Division III - Additional Selections,George William Curtis,Ebb and Flow,305
II. First Lyrical Period - Division III - Additional Selections,Joseph Brownlee Brown,Thalatta! Thalatta!,305
II. First Lyrical Period - Division III - Additional Selections,William Allen Butler,Incognita of Raphael,306
II. First Lyrical Period - Division III - Additional Selections,Clarence Chatham Cook,On One who died in May,306
II. First Lyrical Period - Division III - Additional Selections,Theodore Winthrop,But Once,307
II. First Lyrical Period - Division III - Additional Selections,Edward Everett Hale,Alma Mater's Roll,307
II. First Lyrical Period - Division III - Additional Selections,Charles Dudley Warner,Bookra,308
III. Second Lyrical Period - Division I,Silas Weir Mitchell,"On a Boy's First Reading of ""King Henry V""",311
III. Second Lyrical Period - Division I,Silas Weir Mitchell,To a Magnolia Flower in the Garden of the Armenian Convent at Venice,311
III. Second Lyrical Period - Division I,Silas Weir Mitchell,Of One who seemed to have Failed,312
III. Second Lyrical Period - Division I,Silas Weir Mitchell,The Quaker Graveyard,313
III. Second Lyrical Period - Division I,Silas Weir Mitchell,Idleness,313
III. Second Lyrical Period - Division I,Silas Weir Mitchell,"A Decanter of Madeira, Aged 86, to George Bancroft, Aged 86, Greeting",313
III. Second Lyrical Period - Division I,Henry Timrod,The Cotton Boll,314
III. Second Lyrical Period - Division I,Henry Timrod,Quatorzain,316
III. Second Lyrical Period - Division I,Henry Timrod,Charleston,316
III. Second Lyrical Period - Division I,Henry Timrod,At Magnolia Cemetery,317
III. Second Lyrical Period - Division I,Paul Hamilton Hayne,Aspects of the Pines,317
III. Second Lyrical Period - Division I,Paul Hamilton Hayne,Vicksburg,317
III. Second Lyrical Period - Division I,Paul Hamilton Hayne,Between the Sunken Sun and the New Moon,318
III. Second Lyrical Period - Division I,Paul Hamilton Hayne,A Storm in the Distance,318
III. Second Lyrical Period - Division I,Paul Hamilton Hayne,The Rose and Thorn,319
III. Second Lyrical Period - Division I,Paul Hamilton Hayne,A little while I fain would linger yet,319
III. Second Lyrical Period - Division I,Paul Hamilton Hayne,In Harbor,319
III. Second Lyrical Period - Division I,Emily Dickinson,Life: Life,320
III. Second Lyrical Period - Division I,Emily Dickinson,Life: A Book,320
III. Second Lyrical Period - Division I,Emily Dickinson,Life: Utterance,320
III. Second Lyrical Period - Division I,Emily Dickinson,Life: With Flowers,320
III. Second Lyrical Period - Division I,Emily Dickinson,Life: Parting,320
III. Second Lyrical Period - Division I,Emily Dickinson,Life: Called Back,320
III. Second Lyrical Period - Division I,Emily Dickinson,Love: Choice,321
III. Second Lyrical Period - Division I,Emily Dickinson,Love: Constant,321
III. Second Lyrical Period - Division I,Emily Dickinson,"Love: Heart, we will forget him",321
III. Second Lyrical Period - Division I,Emily Dickinson,Nature: The Waking Year,321
III. Second Lyrical Period - Division I,Emily Dickinson,Nature: Autumn,321
III. Second Lyrical Period - Division I,Emily Dickinson,Nature: Beclouded,321
III. Second Lyrical Period - Division I,Emily Dickinson,Nature: Fringed Gentian,321
III. Second Lyrical Period - Division I,Emily Dickinson,Time and Eternity: Too Late,322
III. Second Lyrical Period - Division I,Emily Dickinson,Time and Eternity: Chartless,322
III. Second Lyrical Period - Division I,Emily Dickinson,Time and Eternity: The Battle-Field,322
III. Second Lyrical Period - Division I,Emily Dickinson,Time and Eternity: Vanished,322
III. Second Lyrical Period - Division I,Emily Dickinson,Time and Eternity: That such have died,322
III. Second Lyrical Period - Division I,Emily Dickinson,Time and Eternity: The Secret,322
III. Second Lyrical Period - Division I,Emily Dickinson,Time and Eternity: Eternity,322
III. Second Lyrical Period - Division I,Will Wallace Harney,Adonais,323
III. Second Lyrical Period - Division I,Will Wallace Harney,The Stab,323
III. Second Lyrical Period - Division I,Helen Fiske Jackson,Coronation,324
III. Second Lyrical Period - Division I,Helen Fiske Jackson,Morn,324
III. Second Lyrical Period - Division I,Helen Fiske Jackson,Emigravit,324
III. Second Lyrical Period - Division I,Helen Fiske Jackson,Poppies in the Wheat,325
III. Second Lyrical Period - Division I,Helen Fiske Jackson,A Last Prayer,325
III. Second Lyrical Period - Division I,Helen Fiske Jackson,Habeas Corpus,325
III. Second Lyrical Period - Division I,Franklin Benjamin Sanborn,Samuel Hoar,326
III. Second Lyrical Period - Division I,Franklin Benjamin Sanborn,Ariana,326
III. Second Lyrical Period - Division I,Joel Benton,At Chappaqua,326
III. Second Lyrical Period - Division I,Joel Benton,The Scarlet Tanager,326
III. Second Lyrical Period - Division I,Elizabeth Akers Allen,Sea-Birds,327
III. Second Lyrical Period - Division I,Elizabeth Akers Allen,"""My Dearling""",327
III. Second Lyrical Period - Division I,Elizabeth Akers Allen,The Last Landlord,327
III. Second Lyrical Period - Division I,Elizabeth Akers Allen,In a Garret,328
III. Second Lyrical Period - Division I,Elizabeth Akers Allen,Rock me to Sleep,329
III. Second Lyrical Period - Division I,Mary Ashley Townsend,Sonnets: The Dead Singer,329
III. Second Lyrical Period - Division I,Mary Ashley Townsend,Sonnets: Virtuosa,330
III. Second Lyrical Period - Division I,Mary Ashley Townsend,Sonnets: At Set of Sun,330
III. Second Lyrical Period - Division I,Mary Ashley Townsend,Sonnets: Down the Bayou,330
III. Second Lyrical Period - Division I,Mary Ashley Townsend,Sonnets: Reserve,330
III. Second Lyrical Period - Division I,Mary Ashley Townsend,Sonnets: Her Horoscope,330
III. Second Lyrical Period - Division I,Mary Ashley Townsend,Embryo,331
III. Second Lyrical Period - Division I,Mary Ashley Townsend,A Georgia Volunteer,331
III. Second Lyrical Period - Division I,John Albee,Music and Memory,332
III. Second Lyrical Period - Division I,John Albee,A Soldier's Grave,332
III. Second Lyrical Period - Division I,John Albee,Landor,332
III. Second Lyrical Period - Division I,John Albee,Bos'n Hill,332
III. Second Lyrical Period - Division I,John Albee,Dandelions,333
III. Second Lyrical Period - Division I,Edmund Clarence Stedman,Song from a Drama,333
III. Second Lyrical Period - Division I,Edmund Clarence Stedman,The Discoverer,333
III. Second Lyrical Period - Division I,Edmund Clarence Stedman,Pan in Wall Street,334
III. Second Lyrical Period - Division I,Edmund Clarence Stedman,Kearny at Seven Pines,335
III. Second Lyrical Period - Division I,Edmund Clarence Stedman,The Hand of Lincoln,335
III. Second Lyrical Period - Division I,Edmund Clarence Stedman,Salem (A. D. 1692),336
III. Second Lyrical Period - Division I,Edmund Clarence Stedman,Falstaff's Song,336
III. Second Lyrical Period - Division I,Edmund Clarence Stedman,The World well Lost,337
III. Second Lyrical Period - Division I,Edmund Clarence Stedman,Helen Keller,337
III. Second Lyrical Period - Division I,Edmund Clarence Stedman,Morgan,338
III. Second Lyrical Period - Division I,Edmund Clarence Stedman,On a Great Man whose Mind is Clouding,338
III. Second Lyrical Period - Division I,Edmund Clarence Stedman,Si Jeunesse savait!,338
III. Second Lyrical Period - Division I,Edmund Clarence Stedman,Mors Benefica,338
III. Second Lyrical Period - Division I,Edmund Clarence Stedman,"Quest - From ""Corda Concordia""",339
III. Second Lyrical Period - Division I,Edmund Clarence Stedman,Invocation,339
III. Second Lyrical Period - Division I,Tracy Robinson,Song of the Palm,340
III. Second Lyrical Period - Division I,Charles Henry Webb,With a Nantucket Shell,341
III. Second Lyrical Period - Division I,Charles Henry Webb,March,342
III. Second Lyrical Period - Division I,Charles Henry Webb,"Gil, the Toreador",342
III. Second Lyrical Period - Division I,Charles Henry Webb,Dum Vivimus Vigilemus,342
III. Second Lyrical Period - Division I,Richard Realf,Indirection,343
III. Second Lyrical Period - Division I,Richard Realf,The Word,343
III. Second Lyrical Period - Division I,Richard Realf,An Old Man's Idyl,343
III. Second Lyrical Period - Division I,George Arnold,Farewell to Summer,344
III. Second Lyrical Period - Division I,George Arnold,Beer,345
III. Second Lyrical Period - Division I,Frances Louisa Bushnell,World Music,345
III. Second Lyrical Period - Division I,Frances Louisa Bushnell,Unfulfilment,346
III. Second Lyrical Period - Division I,Frances Louisa Bushnell,In the Dark,346
III. Second Lyrical Period - Division I,Annie Fields,On Waking from a Dreamless Sleep,346
III. Second Lyrical Period - Division I,Annie Fields,Theocritus,347
III. Second Lyrical Period - Division I,Annie Fields,Little Guinever,347
III. Second Lyrical Period - Division I,Annie Fields,The Return,347
III. Second Lyrical Period - Division I,Annie Fields,"""Song, to the Gods, is Sweetest Sacrifice""",348
III. Second Lyrical Period - Division I,Harriet McEwen Kimball,The Guest,348
III. Second Lyrical Period - Division I,Harriet McEwen Kimball,All's Well,348
III. Second Lyrical Period - Division I,Harriet McEwen Kimball,White Azaleas,349
III. Second Lyrical Period - Division I,John James Piatt,The Mower in Ohio,349
III. Second Lyrical Period - Division I,John James Piatt,Rose and Root,350
III. Second Lyrical Period - Division I,John James Piatt,To Abraham Lincoln,350
III. Second Lyrical Period - Division I,John James Piatt,Farther,350
III. Second Lyrical Period - Division I,John James Piatt,The Child in the Street,351
III. Second Lyrical Period - Division I,John James Piatt,To a Lady,351
III. Second Lyrical Period - Division I,John James Piatt,The Guerdon,351
III. Second Lyrical Period - Division I,John James Piatt,Torch-Light in Autumn,351
III. Second Lyrical Period - Division I,John James Piatt,Ireland,351
III. Second Lyrical Period - Division I,John James Piatt,Leaves at my Window,351
III. Second Lyrical Period - Division I,John James Piatt,The Lost Genius,352
III. Second Lyrical Period - Division I,John James Piatt,Purpose,353
III. Second Lyrical Period - Division I,Harriet Prescott Spofford,Phantoms all,353
III. Second Lyrical Period - Division I,Harriet Prescott Spofford,Evanescence,354
III. Second Lyrical Period - Division I,Harriet Prescott Spofford,Music in the Night,354
III. Second Lyrical Period - Division I,Harriet Prescott Spofford,A Sigh,354
III. Second Lyrical Period - Division I,Harriet Prescott Spofford,The Pines,354
III. Second Lyrical Period - Division I,Harriet Prescott Spofford,Voice,355
III. Second Lyrical Period - Division I,Harriet Prescott Spofford,The Hunt,355
III. Second Lyrical Period - Division I,Louise Chandler Moulton,To-Night,355
III. Second Lyrical Period - Division I,Louise Chandler Moulton,A Painted Fan,356
III. Second Lyrical Period - Division I,Louise Chandler Moulton,The Shadow Dance,356
III. Second Lyrical Period - Division I,Louise Chandler Moulton,Laus Veneris,356
III. Second Lyrical Period - Division I,Louise Chandler Moulton,Laura Sleeping,356
III. Second Lyrical Period - Division I,Louise Chandler Moulton,Hic Jacet,357
III. Second Lyrical Period - Division I,Louise Chandler Moulton,The Last Good-by,357
III. Second Lyrical Period - Division I,Louise Chandler Moulton,Were but my Spirit loosed upon the Air,357
III. Second Lyrical Period - Division I,Louise Chandler Moulton,We lay us down to Sleep,357
III. Second Lyrical Period - Division I,Louise Chandler Moulton,Louisa May Alcott - In Memoriam,358
III. Second Lyrical Period - Division I,Louise Chandler Moulton,Love's Resurrection Day,358
III. Second Lyrical Period - Division I,William Hayes Ward,To John Greenleaf Whittier - On the Death of Lowell,358
III. Second Lyrical Period - Division I,William Hayes Ward,The New Castalia,358
III. Second Lyrical Period - Division I,Irving Browne,My New World,359
III. Second Lyrical Period - Division I,Irving Browne,At Shakespeare's Grave,359
III. Second Lyrical Period - Division I,Irving Browne,Man's Pillow,360
III. Second Lyrical Period - Division I,Lucius Harwood Foote,Poetry,360
III. Second Lyrical Period - Division I,Lucius Harwood Foote,On the Heights,360
III. Second Lyrical Period - Division I,Lucius Harwood Foote,Don Juan,361
III. Second Lyrical Period - Division I,Lucius Harwood Foote,El Vaquero,361
III. Second Lyrical Period - Division I,Lucius Harwood Foote,The Derelict,361
III. Second Lyrical Period - Division I,Theodore Tilton,God save the Nation,361
III. Second Lyrical Period - Division I,Theodore Tilton,Coeur de Lion to Berengaria,362
III. Second Lyrical Period - Division I,Theodore Tilton,The Flight from the Convent,362
III. Second Lyrical Period - Division I,Theodore Tilton,Sir Marmaduke's Musings,363
III. Second Lyrical Period - Division I,Mary Emily Bradley,A Chrysalis,363
III. Second Lyrical Period - Division I,Mary Emily Bradley,In Death,363
III. Second Lyrical Period - Division I,Mary Emily Bradley,Beyond Recall,364
III. Second Lyrical Period - Division I,Mary Emily Bradley,A Spray of Honeysuckle,364
III. Second Lyrical Period - Division I,John Aylmer Dorgan,The Beautiful,364
III. Second Lyrical Period - Division I,John Aylmer Dorgan,The Dead Solomon,364
III. Second Lyrical Period - Division I,Frances Laughton Mace,Alcyone,365
III. Second Lyrical Period - Division I,William Henry Venable,The School Girl,366
III. Second Lyrical Period - Division I,William Henry Venable,My Catbird,366
III. Second Lyrical Period - Division I,Anna Callender Brackett,Sonnets: In Hades,367
III. Second Lyrical Period - Division I,Anna Callender Brackett,Sonnets: Benedicite,367
III. Second Lyrical Period - Division I,Charles Frederick Johnson,The Modern Romans,368
III. Second Lyrical Period - Division I,Charles Frederick Johnson,Then and Now,368
III. Second Lyrical Period - Division I,Celia Thaxter,Seaward,369
III. Second Lyrical Period - Division I,Celia Thaxter,The Sandpiper,369
III. Second Lyrical Period - Division I,Celia Thaxter,Song,370
III. Second Lyrical Period - Division I,Celia Thaxter,May Morning,370
III. Second Lyrical Period - Division I,William Winter,My Queen,371
III. Second Lyrical Period - Division I,William Winter,Asleep,371
III. Second Lyrical Period - Division I,William Winter,The Night Watch,371
III. Second Lyrical Period - Division I,William Winter,On the Verge,371
III. Second Lyrical Period - Division I,William Winter,Adelaide Neilson,372
III. Second Lyrical Period - Division I,William Winter,Arthur,372
III. Second Lyrical Period - Division I,William Winter,The Passing Bell at Stratford,373
III. Second Lyrical Period - Division I,William Winter,I. H. B.,373
III. Second Lyrical Period - Division I,William Winter,Unwritten Poems,374
III. Second Lyrical Period - Division I,Sarah Morgan Bryan Piatt,After Wings,374
III. Second Lyrical Period - Division I,Sarah Morgan Bryan Piatt,My Babes in the Wood,374
III. Second Lyrical Period - Division I,Sarah Morgan Bryan Piatt,The Witch in the Glass,375
III. Second Lyrical Period - Division I,Sarah Morgan Bryan Piatt,Tradition of Conquest,375
III. Second Lyrical Period - Division I,Sarah Morgan Bryan Piatt,The Watch of a Swan,375
III. Second Lyrical Period - Division I,Sarah Morgan Bryan Piatt,In Clonmel Parish Churchyard,376
III. Second Lyrical Period - Division I,Sarah Morgan Bryan Piatt,A Call on Sir Walter Raleigh,376
III. Second Lyrical Period - Division I,Sarah Morgan Bryan Piatt,An Irish Wild-Flower,377
III. Second Lyrical Period - Division I,Sarah Morgan Bryan Piatt,Transfigured,377
III. Second Lyrical Period - Division I,Sarah Morgan Bryan Piatt,The Term of Death,377
III. Second Lyrical Period - Division I,Sarah Morgan Bryan Piatt,Envoy,377
